BFS_NR,GEBIET_NAME,THEMA_NAME,SET_NAME,SUBSET_NAME,INDIKATOR_ID,INDIKATOR_NAME,INDIKATOR_JAHR,INDIKATOR_VALUE,EINHEIT_KURZ,EINHEIT_LANG,...12,BFS_N
224,Pfungen,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,79200,Fr.,Franken,NA,224
225,Rickenbach,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,85800,Fr.,Franken,NA,225
226,Schlatt,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,84900,Fr.,Franken,NA,226
227,Seuzach,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,92600,Fr.,Franken,NA,227
228,Turbenthal,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,70600,Fr.,Franken,NA,228
230,Winterthur,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,74100,Fr.,Franken,NA,230
231,Zell,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,72800,Fr.,Franken,NA,231
241,Aesch ZH,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,120500,Fr.,Franken,NA,241
242,Birmensdorf,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,97300,Fr.,Franken,NA,242
243,Dietikon,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,69300,Fr.,Franken,NA,243
244,Geroldswil,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,84500,Fr.,Franken,NA,244
245,Oberengstringen,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,78900,Fr.,Franken,NA,245
246,Oetwil a.d.L.,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,99400,Fr.,Franken,NA,246
247,Schlieren,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,73000,Fr.,Franken,NA,247
248,Uitikon,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,160200,Fr.,Franken,NA,248
249,Unterengstringen,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,95800,Fr.,Franken,NA,249
250,Urdorf,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,80600,Fr.,Franken,NA,250
251,Weiningen,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,86200,Fr.,Franken,NA,251
261,Zürich,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,88100,Fr.,Franken,NA,261
291,Andelfingen,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,91000,Fr.,Franken,NA,291
292,Stammheim,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,83600,Fr.,Franken,NA,292
293,Wädenswil,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,91300,Fr.,Franken,NA,293
294,Elgg,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,78900,Fr.,Franken,NA,294
295,Horgen,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,100700,Fr.,Franken,NA,295
296,Illnau-Effretikon,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,75500,Fr.,Franken,NA,296
297,Bauma,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,75000,Fr.,Franken,NA,297
298,Wiesendangen,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,93000,Fr.,Franken,NA,298
